id_inscripcion,id_estudiante,id_asignatura,id_periodo,nota_final,estado_asignatura,creditos_inscritos,fecha_inscripcion
71,6,106,2,4.2,aprobada,6,2022-08-01
72,6,107,2,5.0,aprobada,6,2022-08-01
73,6,108,2,7.0,aprobada,6,2022-08-01
74,6,109,2,4.5,aprobada,6,2022-08-01
75,6,110,2,3.1,reprobada,6,2022-08-01
76,6,111,3,5.5,aprobada,6,2023-03-01
77,6,112,3,5.4,aprobada,6,2023-03-01
78,6,113,3,5.8,aprobada,6,2023-03-01
79,6,114,3,6.5,aprobada,6,2023-03-01
80,6,115,3,5.1,aprobada,6,2023-03-01
81,6,116,4,5.8,aprobada,6,2023-08-01
82,6,117,4,4.8,aprobada,6,2023-08-01
83,6,118,4,6.0,aprobada,6,2023-08-01
84,6,119,4,6.0,aprobada,6,2023-08-01
85,6,120,4,4.1,aprobada,6,2023-08-01
86,6,121,5,5.0,aprobada,6,2024-03-01
87,6,122,5,4.9,aprobada,6,2024-03-01
88,6,123,5,5.7,aprobada,6,2024-03-01
89,6,124,5,4.0,aprobada,6,2024-03-01
90,6,125,5,5.1,aprobada,6,2024-03-01
91,6,126,6,2.8,reprobada,6,2024-08-01
92,6,127,6,3.4,reprobada,6,2024-08-01
93,6,128,6,5.6,aprobada,6,2024-08-01
94,6,129,6,5.6,aprobada,6,2024-08-01
95,6,130,6,4.1,aprobada,6,2024-08-01
96,7,106,1,5.5,aprobada,6,2022-03-01
97,7,107,1,4.9,aprobada,6,2022-03-01
98,7,108,1,5.3,aprobada,6,2022-03-01
99,7,109,1,3.8,reprobada,6,2022-03-01
100,7,110,1,5.1,aprobada,6,2022-03-01
101,7,111,2,5.2,aprobada,6,2022-08-01
102,7,112,2,5.1,aprobada,6,2022-08-01
103,7,113,2,5.0,aprobada,6,2022-08-01
104,7,114,2,3.5,reprobada,6,2022-08-01
105,7,115,2,4.9,aprobada,6,2022-08-01
106,8,41,7,5.0,aprobada,6,2025-03-01
107,8,42,7,5.0,aprobada,6,2025-03-01
108,8,43,7,5.9,aprobada,6,2025-03-01
109,8,44,7,4.6,aprobada,6,2025-03-01
110,8,45,7,6.0,aprobada,6,2025-03-01
111,8,46,8,5.4,aprobada,6,2025-08-01
112,8,47,8,5.7,aprobada,6,2025-08-01
113,8,48,8,4.0,aprobada,6,2025-08-01
114,8,49,8,3.9,reprobada,6,2025-08-01
115,8,50,8,6.0,aprobada,6,2025-08-01
116,9,41,7,6.8,aprobada,6,2025-03-01
117,9,42,7,5.2,aprobada,6,2025-03-01
118,9,43,7,5.3,aprobada,6,2025-03-01
119,9,44,7,5.4,aprobada,6,2025-03-01
120,9,45,7,5.2,aprobada,6,2025-03-01
121,9,46,8,4.9,aprobada,6,2025-08-01
122,9,47,8,5.3,aprobada,6,2025-08-01
123,9,48,8,4.9,aprobada,6,2025-08-01
124,9,49,8,5.8,aprobada,6,2025-08-01
125,9,50,8,5.4,aprobada,6,2025-08-01
126,10,106,6,5.3,aprobada,6,2024-08-01
127,10,107,6,6.0,aprobada,6,2024-08-01
128,10,108,6,4.5,aprobada,6,2024-08-01
129,10,109,6,4.6,aprobada,6,2024-08-01
130,10,110,6,3.1,reprobada,6,2024-08-01
131,10,111,7,4.7,aprobada,6,2025-03-01
132,10,112,7,4.0,aprobada,6,2025-03-01
133,10,113,7,5.9,aprobada,6,2025-03-01
134,10,114,7,4.8,aprobada,6,2025-03-01
135,10,115,7,5.7,aprobada,6,2025-03-01
136,10,116,8,4.9,aprobada,6,2025-08-01
137,10,117,8,4.7,aprobada,6,2025-08-01
138,10,118,8,5.7,aprobada,6,2025-08-01
139,10,119,8,6.7,aprobada,6,2025-08-01
140,10,120,8,4.9,aprobada,6,2025-08-01
141,11,131,3,5.3,aprobada,6,2023-03-01
142,11,132,3,4.8,aprobada,6,2023-03-01
143,11,133,3,3.5,reprobada,6,2023-03-01
144,11,134,3,3.9,reprobada,6,2023-03-01
145,11,135,3,5.4,aprobada,6,2023-03-01
146,11,136,4,4.7,aprobada,6,2023-08-01
147,11,137,4,5.4,aprobada,6,2023-08-01
148,11,138,4,4.9,aprobada,6,2023-08-01
149,11,139,4,6.0,aprobada,6,2023-08-01
150,11,140,4,4.2,aprobada,6,2023-08-01
151,11,141,5,5.5,aprobada,6,2024-03-01
152,11,142,5,6.9,aprobada,6,2024-03-01
153,11,143,5,5.2,aprobada,6,2024-03-01
154,11,144,5,5.6,aprobada,6,2024-03-01
155,11,145,5,4.9,aprobada,6,2024-03-01
156,11,146,6,5.5,aprobada,6,2024-08-01
157,11,147,6,4.5,aprobada,6,2024-08-01
158,11,148,6,4.8,aprobada,6,2024-08-01
159,11,149,6,4.5,aprobada,6,2024-08-01
160,11,150,6,6.2,aprobada,6,2024-08-01
161,11,151,7,4.2,aprobada,6,2025-03-01
162,11,152,7,4.2,aprobada,6,2025-03-01
163,11,153,7,5.7,aprobada,6,2025-03-01
164,11,154,7,4.7,aprobada,6,2025-03-01
165,11,155,7,4.3,aprobada,6,2025-03-01
166,11,156,8,6.5,aprobada,6,2025-08-01
167,11,157,8,6.0,aprobada,6,2025-08-01
168,11,158,8,5.3,aprobada,6,2025-08-01
169,11,159,8,5.4,aprobada,6,2025-08-01
170,11,160,8,4.3,aprobada,6,2025-08-01
171,12,81,7,4.6,aprobada,6,2025-03-01
172,12,82,7,6.0,aprobada,6,2025-03-01
173,12,83,7,4.2,aprobada,6,2025-03-01
174,12,84,7,4.5,aprobada,6,2025-03-01
175,12,85,7,4.6,aprobada,6,2025-03-01
176,12,86,8,5.0,aprobada,6,2025-08-01
177,12,87,8,4.0,aprobada,6,2025-08-01
178,12,88,8,4.6,aprobada,6,2025-08-01
179,12,89,8,4.8,aprobada,6,2025-08-01
180,12,90,8,6.6,aprobada,6,2025-08-01
181,13,106,3,4.4,aprobada,6,2023-03-01
182,13,107,3,5.2,aprobada,6,2023-03-01
183,13,108,3,4.0,aprobada,6,2023-03-01
184,13,109,3,4.6,aprobada,6,2023-03-01
185,13,110,3,4.8,aprobada,6,2023-03-01
186,13,111,4,5.6,aprobada,6,2023-08-01
187,13,112,4,4.6,aprobada,6,2023-08-01
188,13,113,4,4.9,aprobada,6,2023-08-01
189,13,114,4,5.3,aprobada,6,2023-08-01
190,13,115,4,5.3,aprobada,6,2023-08-01
191,13,116,5,4.8,aprobada,6,2024-03-01
192,13,117,5,4.1,aprobada,6,2024-03-01
193,13,118,5,4.7,aprobada,6,2024-03-01
194,13,119,5,3.3,reprobada,6,2024-03-01
195,13,120,5,5.0,aprobada,6,2024-03-01
196,13,121,6,5.0,aprobada,6,2024-08-01
197,13,122,6,5.7,aprobada,6,2024-08-01
198,13,123,6,5.4,aprobada,6,2024-08-01
199,13,124,6,4.3,aprobada,6,2024-08-01
200,13,125,6,5.1,aprobada,6,2024-08-01
201,13,126,7,4.7,aprobada,6,2025-03-01
202,13,127,7,3.7,reprobada,6,2025-03-01
203,13,128,7,4.5,aprobada,6,2025-03-01
204,13,129,7,5.1,aprobada,6,2025-03-01
205,13,130,7,4.6,aprobada,6,2025-03-01
206,14,171,6,3.7,reprobada,6,2024-08-01
207,14,172,6,4.4,aprobada,6,2024-08-01
208,14,173,6,4.6,aprobada,6,2024-08-01
209,14,174,6,4.4,aprobada,6,2024-08-01
210,14,175,6,4.6,aprobada,6,2024-08-01
211,14,176,7,3.8,reprobada,6,2025-03-01
212,14,177,7,4.3,aprobada,6,2025-03-01
213,14,178,7,4.4,aprobada,6,2025-03-01
214,14,179,7,4.6,aprobada,6,2025-03-01
215,14,180,7,5.7,aprobada,6,2025-03-01
216,14,181,8,5.8,aprobada,6,2025-08-01
217,14,182,8,5.6,aprobada,6,2025-08-01
218,14,183,8,5.4,aprobada,6,2025-08-01
219,14,184,8,5.9,aprobada,6,2025-08-01
220,14,185,8,4.4,aprobada,6,2025-08-01
221,15,81,1,4.9,aprobada,6,2022-03-01
222,15,82,1,4.5,aprobada,6,2022-03-01
223,15,83,1,5.1,aprobada,6,2022-03-01
224,15,84,1,5.1,aprobada,6,2022-03-01
225,15,85,1,4.0,aprobada,6,2022-03-01
226,15,86,2,4.0,aprobada,6,2022-08-01
227,15,87,2,4.6,aprobada,6,2022-08-01
228,15,88,2,5.2,aprobada,6,2022-08-01
229,15,89,2,6.0,aprobada,6,2022-08-01
230,15,90,2,4.7,aprobada,6,2022-08-01
231,15,91,3,6.2,aprobada,6,2023-03-01
232,15,92,3,5.6,aprobada,6,2023-03-01
233,15,93,3,5.7,aprobada,6,2023-03-01
234,15,94,3,6.1,aprobada,6,2023-03-01
235,15,95,3,4.0,aprobada,6,2023-03-01
236,15,96,4,4.5,aprobada,6,2023-08-01
237,15,97,4,5.5,aprobada,6,2023-08-01
238,15,98,4,5.8,aprobada,6,2023-08-01
239,15,99,4,3.7,reprobada,6,2023-08-01
240,15,100,4,6.3,aprobada,6,2023-08-01
241,15,101,5,5.5,aprobada,6,2024-03-01
242,15,102,5,5.8,aprobada,6,2024-03-01
243,15,103,5,5.3,aprobada,6,2024-03-01
244,15,104,5,4.2,aprobada,6,2024-03-01
245,15,105,5,5.2,aprobada,6,2024-03-01
246,16,81,1,4.5,aprobada,6,2022-03-01
247,16,82,1,6.4,aprobada,6,2022-03-01
248,16,83,1,5.4,aprobada,6,2022-03-01
249,16,84,1,3.5,reprobada,6,2022-03-01
250,16,85,1,4.7,aprobada,6,2022-03-01
251,16,86,2,4.4,aprobada,6,2022-08-01
252,16,87,2,6.8,aprobada,6,2022-08-01
253,16,88,2,3.2,reprobada,6,2022-08-01
254,16,89,2,5.4,aprobada,6,2022-08-01
255,16,90,2,5.8,aprobada,6,2022-08-01
256,16,91,3,6.2,aprobada,6,2023-03-01
257,16,92,3,5.6,aprobada,6,2023-03-01
258,16,93,3,4.1,aprobada,6,2023-03-01
259,16,94,3,5.1,aprobada,6,2023-03-01
260,16,95,3,5.2,aprobada,6,2023-03-01
261,16,96,4,4.4,aprobada,6,2023-08-01
262,16,97,4,4.6,aprobada,6,2023-08-01
263,16,98,4,3.9,reprobada,6,2023-08-01
264,16,99,4,6.0,aprobada,6,2023-08-01
265,16,100,4,5.2,aprobada,6,2023-08-01
266,17,171,7,4.8,aprobada,6,2025-03-01
267,17,172,7,4.1,aprobada,6,2025-03-01
268,17,173,7,5.3,aprobada,6,2025-03-01
269,17,174,7,5.0,aprobada,6,2025-03-01
270,17,175,7,4.3,aprobada,6,2025-03-01
271,17,176,8,4.5,aprobada,6,2025-08-01
272,17,177,8,6.4,aprobada,6,2025-08-01
273,17,178,8,5.9,aprobada,6,2025-08-01
274,17,179,8,4.3,aprobada,6,2025-08-01
275,17,180,8,5.3,aprobada,6,2025-08-01
276,18,1,6,5.9,aprobada,6,2024-08-01
277,18,2,6,4.4,aprobada,6,2024-08-01
278,18,3,6,5.0,aprobada,6,2024-08-01
279,18,4,6,5.9,aprobada,6,2024-08-01
280,18,5,6,2.8,reprobada,6,2024-08-01
281,18,6,7,4.8,aprobada,6,2025-03-01
282,18,7,7,5.9,aprobada,6,2025-03-01
283,18,8,7,4.2,aprobada,6,2025-03-01
284,18,9,7,3.7,reprobada,6,2025-03-01
285,18,10,7,7.0,aprobada,6,2025-03-01
286,18,11,8,3.6,reprobada,6,2025-08-01
287,18,12,8,4.1,aprobada,6,2025-08-01
288,18,13,8,4.8,aprobada,6,2025-08-01
289,18,14,8,5.2,aprobada,6,2025-08-01
290,18,15,8,5.2,aprobada,6,2025-08-01
291,19,171,3,4.0,aprobada,6,2023-03-01
292,19,172,3,4.6,aprobada,6,2023-03-01
293,19,173,3,4.5,aprobada,6,2023-03-01
294,19,174,3,4.7,aprobada,6,2023-03-01
295,19,175,3,4.7,aprobada,6,2023-03-01
296,19,176,4,3.2,reprobada,6,2023-08-01
297,19,177,4,5.8,aprobada,6,2023-08-01
298,19,178,4,5.2,aprobada,6,2023-08-01
299,19,179,4,4.3,aprobada,6,2023-08-01
300,19,180,4,4.7,aprobada,6,2023-08-01
301,20,106,1,3.8,reprobada,6,2022-03-01
302,20,107,1,4.5,aprobada,6,2022-03-01
303,20,108,1,4.6,aprobada,6,2022-03-01
304,20,109,1,4.7,aprobada,6,2022-03-01
305,20,110,1,5.8,aprobada,6,2022-03-01
306,20,111,2,4.2,aprobada,6,2022-08-01
307,20,112,2,5.8,aprobada,6,2022-08-01
308,20,113,2,4.3,aprobada,6,2022-08-01
309,20,114,2,4.8,aprobada,6,2022-08-01
310,20,115,2,4.9,aprobada,6,2022-08-01
311,20,116,3,5.0,aprobada,6,2023-03-01
312,20,117,3,3.2,reprobada,6,2023-03-01
313,20,118,3,6.1,aprobada,6,2023-03-01
314,20,119,3,4.0,aprobada,6,2023-03-01
315,20,120,3,5.8,aprobada,6,2023-03-01
316,20,121,4,3.8,reprobada,6,2023-08-01
317,20,122,4,7.0,aprobada,6,2023-08-01
318,20,123,4,7.0,aprobada,6,2023-08-01
319,20,124,4,3.8,reprobada,6,2023-08-01
320,20,125,4,5.8,aprobada,6,2023-08-01
321,20,126,5,6.1,aprobada,6,2024-03-01
322,20,127,5,4.3,aprobada,6,2024-03-01
323,20,128,5,4.0,aprobada,6,2024-03-01
324,20,129,5,6.1,aprobada,6,2024-03-01
325,20,130,5,4.3,aprobada,6,2024-03-01
326,21,81,3,3.8,reprobada,6,2023-03-01
327,21,82,3,4.8,aprobada,6,2023-03-01
328,21,83,3,5.3,aprobada,6,2023-03-01
329,21,84,3,4.1,aprobada,6,2023-03-01
330,21,85,3,3.7,reprobada,6,2023-03-01
331,21,86,4,5.9,aprobada,6,2023-08-01
332,21,87,4,5.3,aprobada,6,2023-08-01
333,21,88,4,6.0,aprobada,6,2023-08-01
334,21,89,4,5.6,aprobada,6,2023-08-01
335,21,90,4,5.6,aprobada,6,2023-08-01
336,21,91,5,5.1,aprobada,6,2024-03-01
337,21,92,5,5.4,aprobada,6,2024-03-01
338,21,93,5,5.0,aprobada,6,2024-03-01
339,21,94,5,4.5,aprobada,6,2024-03-01
340,21,95,5,4.9,aprobada,6,2024-03-01
341,22,1,5,4.9,aprobada,6,2024-03-01
342,22,2,5,4.0,aprobada,6,2024-03-01
343,22,3,5,5.8,aprobada,6,2024-03-01
344,22,4,5,4.5,aprobada,6,2024-03-01
345,22,5,5,6.0,aprobada,6,2024-03-01
346,22,6,6,4.7,aprobada,6,2024-08-01
347,22,7,6,4.1,aprobada,6,2024-08-01
348,22,8,6,5.8,aprobada,6,2024-08-01
349,22,9,6,5.3,aprobada,6,2024-08-01
350,22,10,6,5.1,aprobada,6,2024-08-01
351,22,11,7,6.6,aprobada,6,2025-03-01
352,22,12,7,4.4,aprobada,6,2025-03-01
353,22,13,7,4.4,aprobada,6,2025-03-01
354,22,14,7,4.6,aprobada,6,2025-03-01
355,22,15,7,5.5,aprobada,6,2025-03-01
356,22,16,8,5.0,aprobada,6,2025-08-01
357,22,17,8,4.3,aprobada,6,2025-08-01
358,22,18,8,4.1,aprobada,6,2025-08-01
359,22,19,8,5.8,aprobada,6,2025-08-01
360,22,20,8,3.7,reprobada,6,2025-08-01
361,24,1,5,6.1,aprobada,6,2024-03-01
362,24,2,5,4.8,aprobada,6,2024-03-01
363,24,3,5,5.1,aprobada,6,2024-03-01
364,24,4,5,3.8,reprobada,6,2024-03-01
365,24,5,5,5.2,aprobada,6,2024-03-01
366,24,6,6,5.7,aprobada,6,2024-08-01
367,24,7,6,6.1,aprobada,6,2024-08-01
368,24,8,6,5.1,aprobada,6,2024-08-01
369,24,9,6,4.8,aprobada,6,2024-08-01
370,24,10,6,4.9,aprobada,6,2024-08-01
371,24,11,7,6.3,aprobada,6,2025-03-01
372,24,12,7,4.7,aprobada,6,2025-03-01
373,24,13,7,5.7,aprobada,6,2025-03-01
374,24,14,7,4.1,aprobada,6,2025-03-01
375,24,15,7,5.3,aprobada,6,2025-03-01
376,24,16,8,3.8,reprobada,6,2025-08-01
377,24,17,8,4.6,aprobada,6,2025-08-01
378,24,18,8,5.4,aprobada,6,2025-08-01
379,24,19,8,4.8,aprobada,6,2025-08-01
380,24,20,8,5.0,aprobada,6,2025-08-01
381,25,41,8,4.5,aprobada,6,2025-08-01
382,25,42,8,5.9,aprobada,6,2025-08-01
383,25,43,8,5.1,aprobada,6,2025-08-01
384,25,44,8,4.4,aprobada,6,2025-08-01
385,25,45,8,4.0,aprobada,6,2025-08-01
386,26,1,1,5.4,aprobada,6,2022-03-01
387,26,2,1,3.9,reprobada,6,2022-03-01
388,26,3,1,6.3,aprobada,6,2022-03-01
389,26,4,1,5.2,aprobada,6,2022-03-01
390,26,5,1,5.1,aprobada,6,2022-03-01
391,26,6,2,4.9,aprobada,6,2022-08-01
392,26,7,2,4.5,aprobada,6,2022-08-01
393,26,8,2,5.9,aprobada,6,2022-08-01
394,26,9,2,4.4,aprobada,6,2022-08-01
395,26,10,2,4.5,aprobada,6,2022-08-01
396,26,11,3,5.8,aprobada,6,2023-03-01
397,26,12,3,3.9,reprobada,6,2023-03-01
398,26,13,3,4.4,aprobada,6,2023-03-01
399,26,14,3,6.0,aprobada,6,2023-03-01
400,26,15,3,4.2,aprobada,6,2023-03-01
401,26,16,4,4.5,aprobada,6,2023-08-01
402,26,17,4,6.3,aprobada,6,2023-08-01
403,26,18,4,4.8,aprobada,6,2023-08-01
404,26,19,4,5.3,aprobada,6,2023-08-01
405,26,20,4,4.2,aprobada,6,2023-08-01
406,26,21,5,3.8,reprobada,6,2024-03-01
407,26,22,5,4.7,aprobada,6,2024-03-01
408,26,23,5,5.3,aprobada,6,2024-03-01
409,26,24,5,6.4,aprobada,6,2024-03-01
410,26,25,5,6.4,aprobada,6,2024-03-01
411,26,26,6,5.1,aprobada,6,2024-08-01
412,26,27,6,5.2,aprobada,6,2024-08-01
413,26,28,6,6.0,aprobada,6,2024-08-01
414,26,29,6,5.2,aprobada,6,2024-08-01
415,26,30,6,3.8,reprobada,6,2024-08-01
416,26,31,7,5.8,aprobada,6,2025-03-01
417,26,32,7,6.1,aprobada,6,2025-03-01
418,26,33,7,3.4,reprobada,6,2025-03-01
419,26,34,7,6.7,aprobada,6,2025-03-01
420,26,35,7,4.4,aprobada,6,2025-03-01
421,26,36,8,5.3,aprobada,6,2025-08-01
422,26,37,8,4.0,aprobada,6,2025-08-01
423,26,38,8,5.0,aprobada,6,2025-08-01
424,26,39,8,6.6,aprobada,6,2025-08-01
425,26,40,8,4.7,aprobada,6,2025-08-01
426,27,1,1,5.8,aprobada,6,2022-03-01
427,27,2,1,5.5,aprobada,6,2022-03-01
428,27,3,1,6.6,aprobada,6,2022-03-01
429,27,4,1,6.5,aprobada,6,2022-03-01
430,27,5,1,4.8,aprobada,6,2022-03-01
431,27,6,2,5.5,aprobada,6,2022-08-01
432,27,7,2,5.2,aprobada,6,2022-08-01
433,27,8,2,4.9,aprobada,6,2022-08-01
434,27,9,2,4.6,aprobada,6,2022-08-01
435,27,10,2,5.1,aprobada,6,2022-08-01
436,27,11,3,6.0,aprobada,6,2023-03-01
437,27,12,3,4.5,aprobada,6,2023-03-01
438,27,13,3,5.1,aprobada,6,2023-03-01
439,27,14,3,5.2,aprobada,6,2023-03-01
440,27,15,3,5.3,aprobada,6,2023-03-01
441,27,16,4,5.7,aprobada,6,2023-08-01
442,27,17,4,5.0,aprobada,6,2023-08-01
443,27,18,4,3.2,reprobada,6,2023-08-01
444,27,19,4,4.2,aprobada,6,2023-08-01
445,27,20,4,6.0,aprobada,6,2023-08-01
446,27,21,5,6.1,aprobada,6,2024-03-01
447,27,22,5,5.8,aprobada,6,2024-03-01
448,27,23,5,4.4,aprobada,6,2024-03-01
449,27,24,5,4.2,aprobada,6,2024-03-01
450,27,25,5,4.8,aprobada,6,2024-03-01
451,27,26,6,4.9,aprobada,6,2024-08-01
452,27,27,6,5.8,aprobada,6,2024-08-01
453,27,28,6,5.0,aprobada,6,2024-08-01
454,27,29,6,5.1,aprobada,6,2024-08-01
455,27,30,6,4.6,aprobada,6,2024-08-01
456,27,31,7,5.0,aprobada,6,2025-03-01
457,27,32,7,5.1,aprobada,6,2025-03-01
458,27,33,7,4.1,aprobada,6,2025-03-01
459,27,34,7,5.6,aprobada,6,2025-03-01
460,27,35,7,4.2,aprobada,6,2025-03-01
461,27,36,8,5.5,aprobada,6,2025-08-01
462,27,37,8,5.2,aprobada,6,2025-08-01
463,27,38,8,6.1,aprobada,6,2025-08-01
464,27,39,8,6.0,aprobada,6,2025-08-01
465,27,40,8,4.3,aprobada,6,2025-08-01
466,28,171,5,5.1,aprobada,6,2024-03-01
467,28,172,5,4.0,aprobada,6,2024-03-01
468,28,173,5,5.1,aprobada,6,2024-03-01
469,28,174,5,3.0,reprobada,6,2024-03-01
470,28,175,5,4.8,aprobada,6,2024-03-01
471,28,176,6,4.8,aprobada,6,2024-08-01
472,28,177,6,6.6,aprobada,6,2024-08-01
473,28,178,6,4.7,aprobada,6,2024-08-01
474,28,179,6,3.5,reprobada,6,2024-08-01
475,28,180,6,5.4,aprobada,6,2024-08-01
476,28,181,7,4.7,aprobada,6,2025-03-01
477,28,182,7,4.1,aprobada,6,2025-03-01
478,28,183,7,7.0,aprobada,6,2025-03-01
479,28,184,7,5.7,aprobada,6,2025-03-01
480,28,185,7,4.5,aprobada,6,2025-03-01
481,28,186,8,4.5,aprobada,6,2025-08-01
482,28,187,8,5.7,aprobada,6,2025-08-01
483,28,188,8,4.8,aprobada,6,2025-08-01
484,28,189,8,3.6,reprobada,6,2025-08-01
485,28,190,8,5.1,aprobada,6,2025-08-01
486,29,106,3,4.5,aprobada,6,2023-03-01
487,29,107,3,4.6,aprobada,6,2023-03-01
488,29,108,3,5.7,aprobada,6,2023-03-01
489,29,109,3,4.1,aprobada,6,2023-03-01
490,29,110,3,3.4,reprobada,6,2023-03-01
491,29,111,4,6.1,aprobada,6,2023-08-01
492,29,112,4,5.8,aprobada,6,2023-08-01
493,29,113,4,4.6,aprobada,6,2023-08-01
494,29,114,4,6.0,aprobada,6,2023-08-01
495,29,115,4,3.6,reprobada,6,2023-08-01
496,29,116,5,5.7,aprobada,6,2024-03-01
497,29,117,5,3.6,reprobada,6,2024-03-01
498,29,118,5,6.1,aprobada,6,2024-03-01
499,29,119,5,3.7,reprobada,6,2024-03-01
500,29,120,5,4.6,aprobada,6,2024-03-01
501,30,81,7,5.6,aprobada,6,2025-03-01
502,30,82,7,5.1,aprobada,6,2025-03-01
503,30,83,7,4.9,aprobada,6,2025-03-01
504,30,84,7,4.3,aprobada,6,2025-03-01
505,30,85,7,4.1,aprobada,6,2025-03-01
506,30,86,8,5.8,aprobada,6,2025-08-01
507,30,87,8,4.6,aprobada,6,2025-08-01
508,30,88,8,3.5,reprobada,6,2025-08-01
509,30,89,8,5.6,aprobada,6,2025-08-01
510,30,90,8,4.7,aprobada,6,2025-08-01
511,31,81,5,4.3,aprobada,6,2024-03-01
512,31,82,5,4.2,aprobada,6,2024-03-01
513,31,83,5,3.5,reprobada,6,2024-03-01
514,31,84,5,5.2,aprobada,6,2024-03-01
515,31,85,5,4.8,aprobada,6,2024-03-01
516,31,86,6,4.2,aprobada,6,2024-08-01
517,31,87,6,5.1,aprobada,6,2024-08-01
518,31,88,6,4.3,aprobada,6,2024-08-01
519,31,89,6,6.0,aprobada,6,2024-08-01
520,31,90,6,5.7,aprobada,6,2024-08-01
521,31,91,7,5.6,aprobada,6,2025-03-01
522,31,92,7,5.5,aprobada,6,2025-03-01
523,31,93,7,4.5,aprobada,6,2025-03-01
524,31,94,7,5.7,aprobada,6,2025-03-01
525,31,95,7,4.0,aprobada,6,2025-03-01
526,31,96,8,6.0,aprobada,6,2025-08-01
527,31,97,8,4.9,aprobada,6,2025-08-01
528,31,98,8,5.5,aprobada,6,2025-08-01
529,31,99,8,5.3,aprobada,6,2025-08-01
530,31,100,8,5.0,aprobada,6,2025-08-01
531,33,1,2,4.7,aprobada,6,2022-08-01
532,33,2,2,4.1,aprobada,6,2022-08-01
533,33,3,2,5.2,aprobada,6,2022-08-01
